Column1,Column2
"the rl notoriousg.a.b got my 8/8 killed today in a lh by not calling out spooky and even said ""sorry i didnt call that out"" which got my nerco killed","Hi, sorry about your character. I will reach out to the HRL team with this information. In future, I would recommend keeping your wits about you when in runs with ""ARL"" or ""TRLs"" as they are learning to lead the dungeons."
i would like to modmail,"Hi, please type whatever you would like to say directly into the bot's DMs and you will get a response."
Why is it 2 days. It's literally a nest,"Hi, our raiding requirements state that you must be 2/8 in attack/dex, and have t12/t4/t12/t4 equipment. Please reach out to <@1030650891533025392> if you have questions about your suspension."
"If that is the case, why were some RL's not allowed to do calls during Oryx Mania runs? Im pretty sure the reason was that it would defeat the purpose of having Osanc.","RLs weren't leading the Oryx event keys because prior to the meeting on Saturday we were not officially allowing any of our staff to lead O3 here. Our stance on that has changed now so our leaders can lead the dungeon if they choose. We don't own OSanc so how they choose to proceed going forward is their decision to make, not ours."
"If Pub Halls can run O3's and Osanc is the sister server, then what is the point of having Osanc? I can understand Vet Runs, since pretty much every server runs O3's in Vets, but in norms?","Hi there, even though we are affiliated servers Pub Halls and Oryx Sanctuary have completely different owners, mods, hrls and so on. The directions both these servers go are completely different and unaffected by each other. O3 wan brought to normal runs as a mean of expanding our dungeons lead and help the growth of out targeted audience. Hope this answers all your questions, if not feel free to keep asking."
Hi is there any way to get unblacklisted?,"Hi, the person who blacklisted you is no longer staff, please reach out to any online Security for help with your verification!"
my discord crashed so was just doing it for the fame. didnt know was expected to leave the run. will remember for the next one,"Hey there, please contact Celoso <@213849524890894336> regarding the warning as they’re the one who issued it."
"i have no problems with people equipping the item because it does give +8 dps stats, but actually using the item is where the troubles come","Hello Jungwoo. I think that is a great idea. While I can’t make any promises on that happening, we will make sure to take it into consideration as it can be a bother quite often when noobs use coin. Thank you for your suggestion."
I feel like I shouldn't have this perm but just pointing it out. I'm not sure if this mutes it on my side only or the whole vc.,"That’s just on your side, you don’t have permission to turn staff down, no worries 😉"
"Yeah that makes sense for really early game dungeons that can get deleted, but i think raid leaders should take more consideration into keeping the afk check open a little bit longer for dungeons that have bosses with high hp pools and multiple invulnerability phases, like any of the epic dungeons, MTs, LoDs, and whatnot. There's plenty of time for everyone to get soulbound damage in, even as a sword player. It's not any RL in particular, just a trend i keep noticing everywhere. Thanks for the quick response!","Of course we’ll pass this along to our HRL’s and maybe they can let the raid leaders know to try and let VC’s fill as much as possible, thank you for your input and feedback we appreciate it !"
Is it really necessary for an RL to keep an AFK check open for only a few seconds if it's a dungeon that won't get filled up completely like a ddocks? I understand this practice if it's an exaltation dungeon during an event. You can easily find a full 45 raiders for those. Really wish RLs could wait a little bit for stuff outside of that.,"Generally we would like for RL’s to allow as many people as they can into a run, but yes sometimes for the exalt dungeons they may not leave it open for as long so they aren’t steam-rolled quite as fast. If there’s a specific issue you’re having with an RL feel free to let us know here, sorry for any inconvenience."
